"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EQH","Equitable Holdings, Inc.","26.7","$13.07B","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/eqh",
"EQH^A","Equitable Holdings, Inc.","26.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqh^a",
"ETRN","Equitrans Midstream Corporation","9.65","$2.46B","2018","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/etrn",
"EQC","Equity Commonwealth","33.02","$4.03B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","28.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqc^d",
"ELS","Equity Lifestyle Properties, Inc.","77.02","$14.02B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/els",
"EQR","Equity Residential","87.01","$32.34B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.85","$25.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","11.35","$254.96M","n/a","Transportation","Transportation Services","https://old.nasdaq.com/symbol/era",
"EROS","Eros International PLC","2.63","$346.44M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","96.76","$2.51B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","48.09","$4.73B","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esnt",
"EPRT","Essential Properties Realty Trust, Inc.","26.58","$2.44B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eprt",
"WTRG","Essential Utilities, Inc.","53.06","$11.45B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtrg",
"WTRU","Essential Utilities, Inc.","69.12","n/a","2019","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/wtru",
"ESS","Essex Property Trust, Inc.","329.03","$21.75B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","209.27","$75.24B","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/el",
"ETH","Ethan Allen Interiors Inc.","14.61","$378.83M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/eth",
"EURN","Euronav NV","9.54","$2.05B","2015","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/eurn",
"EEA","European Equity Fund, Inc. (The)","9.6","$74.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eea",
"EB","Eventbrite, Inc.","20.98","$1.77B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/eb",
"EVR","Evercore Inc.","79.14","$3.09B","2006","Finance","Investment Managers","https://old.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","289.85","$11.83B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/re",
"EVRG","Evergy, Inc.","72.91","$16.62B","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/evrg",
"EVRI","Everi Holdings Inc.","14.28","$1.21B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/evri",
"ES","Eversource Energy","95.96","$31.67B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","33.31","$2.4B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/evtc",
"EVH","Evolent Health, Inc","11.77","$997.09M","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/evh",
"AQUA","Evoqua Water Technologies Corp.","24.68","$2.86B","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aqua",
"XAN","Exantas Capital Corp.","12.46","$397.23M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/xan",
"XAN^C","Exantas Capital Corp.","26.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/xan^c",
"EXPR","Express, Inc.","4.46","$285.03M","2010","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/expr",
"EXTN","Exterran Corporation","6.27","$210.02M","2015","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","109.2","$14.15B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","59.13","$250.36B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","11.82","$3.84B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","30.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","61.29","$2.27B","2010","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","299.59","$11.36B","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","409.48","$11.94B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fico",
"SFUN","Fang Holdings Limited","2.57","$230.63M","2010","Technology","EDP Services","https://old.nasdaq.com/symbol/sfun",
"FPAC","Far Point Acquisition Corporation","10.55","$834.11M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fpac",
"FPAC.U","Far Point Acquisition Corporation","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/fpac.u",
"FPAC.WS","Far Point Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpac.ws",
"FTCH","Farfetch Limited","12.28","$3.74B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ftch",
"FPI","Farmland Partners Inc.","6.8","$245.15M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fpi",
"FPI^B","Farmland Partners Inc.","25.246","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpi^b",
"FSLY","Fastly, Inc.","23.11","$2.16B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/fsly",
"FBK","FB Financial Corporation","36.21","$1.12B","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/fbk",
"FFG","FBL Financial Group, Inc.","57.11","$1.41B","1996","Finance","Life Insurance","https://old.nasdaq.com/symbol/ffg",
"AGM","Federal Agricultural Mortgage Corporation","71.98","$770.97M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","26.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^a",
"AGM^C","Federal Agricultural Mortgage Corporation","27.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^c",
"AGM^D","Federal Agricultural Mortgage Corporation","26.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/agm^d",
"FRT","Federal Realty Investment Trust","129","$9.76B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/frt",
"FRT^C","Federal Realty Investment Trust","26.414","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frt^c",
"FSS","Federal Signal Corporation","33.15","$2.01B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/fss",
"FHI","Federated Hermes, Inc.","35.61","$3.6B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/fhi",
"FMN","Federated Premier Municipal Income Fund","14.69","$168.89M","2002","n/a","n/a","https://old.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","163.25","$42.63B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/fdx",
"RACE","Ferrari N.V.","172.9","$42.99B","2015","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/race",
"FOE","Ferro Corporation","14.67","$1.2B","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/foe",
"FG","FGL Holdings","11.94","$2.65B","2017","Finance","Life Insurance","https://old.nasdaq.com/symbol/fg",
"FG.WS","FGL Holdings","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fg.ws",
"FCAU","Fiat Chrysler Automobiles N.V.","13.1","$25.9B","2014","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/fcau",
"FNF","Fidelity National Financial, Inc.","43.9","$12.1B","2014","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/fnf",
"FIS","Fidelity National Information Services, Inc.","154.93","$95.22B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fis",
"FMO","Fiduciary/Claymore Energy Infrastructure Fund","7.04","$249.5M","2004","n/a","n/a","https://old.nasdaq.com/symbol/fmo",
"FINV","FinVolution Group","1.95","$579.84M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/finv",
"FAF","First American Corporation (The)","65.01","$7.31B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/faf",
"FBP","First BanCorp.","9.02","$1.96B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbp",
"FCF","First Commonwealth Financial Corporation","13.65","$1.34B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcf",
"FHN","First Horizon National Corporation","16.08","$5.01B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fhn",
"FHN^A","First Horizon National Corporation","25.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fhn^a",
"FR","First Industrial Realty Trust, Inc.","45.5","$5.78B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fr",
"AG","First Majestic Silver Corp.","9.96","$2.07B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ag",
"FRC","FIRST REPUBLIC BANK","116.62","$19.65B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc",
"FRC^F","FIRST REPUBLIC BANK","25.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^f",
"FRC^G","FIRST REPUBLIC BANK","25.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^g",
"FRC^H","FIRST REPUBLIC BANK","26.335","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^h",
"FRC^I","FIRST REPUBLIC BANK","27.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^i",
"FRC^J","FIRST REPUBLIC BANK","25.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/frc^j",
"FFA","First Trust","17.56","$350.82M","2004","n/a","n/a","https://old.nasdaq.com/symbol/ffa",
"FMY","First Trust","14.2765","$60.15M","2005","n/a","n/a","https://old.nasdaq.com/symbol/fmy",
"FDEU","First Trust Dynamic Europe Equity Income Fund","15.04","$259.17M","2015","n/a","n/a","https://old.nasdaq.com/symbol/fdeu",
"FIF","First Trust Energy Infrastructure Fund","17.28","$303.27M","2011","n/a","n/a","https://old.nasdaq.com/symbol/fif",
"FSD","First Trust High Income Long Short Fund","15.89","$546.27M","2010","n/a","n/a","https://old.nasdaq.com/symbol/fsd",
"FPF","First Trust Intermediate Duration Preferred & Income Fund","24.67","$1.5B","2013","n/a","n/a","https://old.nasdaq.com/symbol/fpf",
"FEI           ","First Trust MLP and Energy Income Fund","11.62","$546.22M","2012","n/a","n/a","https://old.nasdaq.com/symbol/fei",
"FPL","First Trust New Opportunities MLP & Energy Fund","9.13","$234.64M","2014","n/a","n/a","https://old.nasdaq.com/symbol/fpl",
"FIV","First Trust Senior Floating Rate 2022 Target Term Fund","9.27","$332.16M","2016","n/a","n/a","https://old.nasdaq.com/symbol/fiv",
"FCT","First Trust Senior Floating Rate Income Fund II","12.57","$335.58M","2004","n/a","n/a","https://old.nasdaq.com/symbol/fct",
"FGB","First Trust Specialty Finance and Financial Opportunities Fund","6.18","$88.76M","2007","n/a","n/a","https://old.nasdaq.com/symbol/fgb",
"FEO","First Trust/Aberdeen Emerging Opportunity Fund","14.84","$75.11M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/feo",
"FAM","First Trust/Aberdeen Global Opportunity Income Fund","11.5666","$147.55M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fam",
"FE","FirstEnergy Corp.","51.57","$27.88B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/fe",
"FIT","Fitbit, Inc.","6.45","$1.71B","2015","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/fit",
"FPH","Five Point Holdings, LLC","8.97","$1.33B","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/fph",
"FVRR","Fiverr International Ltd.","33.71","$1.08B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/fvrr",
"FBC","Flagstar Bancorp, Inc.","35.31","$2B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fbc",
"DFP","Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.","27.92","$535.21M","2013","n/a","n/a","https://old.nasdaq.com/symbol/dfp",
"PFD","Flaherty & Crumrine Preferred and Income Fund Inco","17.38","$195.67M","1991","n/a","n/a","https://old.nasdaq.com/symbol/pfd",
"PFO","Flaherty & Crumrine Preferred and Income Opportuni","13.145","$166.21M","1992","n/a","n/a","https://old.nasdaq.com/symbol/pfo",
"FFC","Flaherty & Crumrine Preferred and Income Securitie","22.8","$1.01B","2003","n/a","n/a","https://old.nasdaq.com/symbol/ffc",
"FLC","Flaherty & Crumrine Total Return Fund Inc","23.47","$234.49M","2003","n/a","n/a","https://old.nasdaq.com/symbol/flc",
"FLT","FleetCor Technologies, Inc.","308.92","$26.36B","2010","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/flt",
"FLNG","FLEX LNG Ltd.","7.7","$416.65M","2019","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/flng",
"FND","Floor & Decor Holdings, Inc.","57.67","$5.83B","2017","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/fnd",
"FTK","Flotek Industries, Inc.","1.77","$102.3M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ftk",
"FLO","Flowers Foods, Inc.","22.06","$4.67B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/flo",
"FLS","Flowserve Corporation","45.99","$6.02B","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/fls",
"FLR","Fluor Corporation","14.74","$2.07B","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/flr",
"FLY","Fly Leasing Limited","18.53","$572.55M","2007","n/a","n/a","https://old.nasdaq.com/symbol/fly",
"FMC","FMC Corporation","106.58","$13.81B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/fmc",
"FMX","Fomento Economico Mexicano S.A.B. de C.V.","91.48","$163.67B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/fmx",
"FL","Foot Locker, Inc.","38.84","$4.06B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/fl",
"F","Ford Motor Company","7.89","$31.28B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/f",
"F^B","Ford Motor Company","26.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/f^b",
"F^C","Ford Motor Company","25.9805","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/f^c",
"FOR","Forestar Group Inc","21.84","$1.05B","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/for",
"FTS","Fortis Inc.","44.22","$20.49B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/fts",
"FTV","Fortive Corporation","75.81","$25.46B","2016","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ftv",
"FTV^A","Fortive Corporation","968.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftv^a",
"FTAI","Fortress Transportation and Infrastructure Investors LLC","20.54","$1.74B","2015","n/a","n/a","https://old.nasdaq.com/symbol/ftai",
"FTAI^A","Fortress Transportation and Infrastructure Investors LLC","26.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftai^a",
"FTAI^B","Fortress Transportation and Infrastructure Investors LLC","26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftai^b",
"FSM","Fortuna Silver Mines Inc.","3.94","$631.55M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/fsm",
"FBHS","Fortune Brands Home & Security, Inc.","71.03","$9.88B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/fbhs",
"FET","Forum Energy Technologies, Inc.","0.9645","$106.54M","2012","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/fet",
"FBM","Foundation Building Materials, Inc.","18.12","$778.98M","2017","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/fbm",
"FCPT","Four Corners Property Trust, Inc.","32.5","$2.28B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fcpt",
"FEDU","Four Seasons Education (Cayman) Inc.","1.68","$83.89M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/fedu",
"FNV","Franco-Nevada Corporation","119.18","$22.57B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/fnv",
"FC","Franklin Covey Company","35.52","$491.25M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/fc",
"FSB","Franklin Financial Network, Inc.","37.38","$554.46M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/fsb",
"BEN","Franklin Resources, Inc.","25.2","$12.52B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ben",
"FT","Franklin Universal Trust","8.31","$208.85M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ft",
"FI","Frank&#39;s International N.V.","3.62","$816.32M","2013","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/fi",
"FCX","Freeport-McMoran, Inc.","11.94","$17.32B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/fcx",
"FMS","Fresenius Medical Care Corporation","41.01","$24.64B","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/fms",
"FDP","Fresh Del Monte Produce, Inc.","28.66","$1.38B","1997","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/fdp",
"RESI","Front Yard Residential Corporation","12.62","$680.12M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/resi",
